Title,Article,Author,Date,Url
CLAIM: Pfizer Vaccine Causes Birth Defects due to Genetic Manipulation,"Listen to this articleAdeyemi OkediranOn Saturday, November 27, 2021, a Facebook user,Sipho Sheziposted a graphic with the inscription that Pfizer has warned both males and females to avoid unprotected sex for 28 days after taking the second dose due to reproductive safety risks.TheFacebook post reads: page 132 of Pfizer vaccine basically says no unprotected sex up to 28 days after the second dose due to reproductive safety risk…this is for males and females. Births defects due to genetic manipulation.The post generated 1 comment, 4 shares, and 8 reactions from various users since it was published in November 2021.POTENTIAL IMPACT OF THE CLAIMIt is important to fact-check this claim due to the various news surrounding COVID-19 vaccines.Also, there have been claims of people getting infected by COVID-19, even after taking the vaccine, and also there are cases where people were injected with fake or expired vaccines.CLAIMN-VA extracted the claim, “Pfizer vaccine causes births defects due to genetic manipulation” and went on to fact-check and verify its authenticity.VERIFICATIONWhat is The Pfizer vaccine?According toCenters for Diseases Control and Prevention, CDC, Pfizer-BioNTech (COMIRNATY) received U.S. Food and Drug Administration (FDA) approval on August 23, 2021, for individuals ages 16 years and older. Once vaccines are approved by the FDA, companies can market the vaccines under brand names. COMIRNATY is the brand name for the Pfizer-BioNTech COVID-19 vaccine. After FDA approval, the FDA-authorized Pfizer-BioNTech COVID-19 vaccine for individuals ages 16 years and older was marketed as COMIRNATY. No change was made to the vaccine’s formula with the name change.The Pfizer-BioNTech vaccine label remains for individuals ages 5–15 years since the vaccine is authorized but not yet approved for this age group.DID “PAGE 132 OF PFIZER VACCINE” WARNS BOTH MALE AND FEMALE TO AVOID UNPROTECTED SEX FOR 28 DAYS AFTER TAKING THE SECOND DOSE DUE TO REPRODUCTIVE SAFETY RISK?”Below after the boldly written text, is a blurry reproduction of part of a document that seems to read “Appendix 4: Contraceptive Guidance” and then “Male Participant Reproductive Inclusion Criteria”. It also provides a link to the document.In a quest to know if truly if the “page 132 of Pfizer vaccine” really warns that both men and women would have to practice safe sex for 28 days after the second Comirnaty shot because of the “reproductive safety risk” caused by “genetic manipulation”, the researcher makes use of the keywords from the blurry text to access a document published on Pfizer website in November 2020.The document was titled,“A PHASE 1/2/3, PLACEBO-CONTROLLED, RANDOMIZED, OBSERVER-BLIND, DOSE-FINDING STUDY TO EVALUATE THE SAFETY, TOLERABILITY, IMMUNOGENICITY, AND EFFICACY OF SARS-COV-2 RNA VACCINE CANDIDATES AGAINST COVID-19 IN HEALTHY INDIVIDUALS”which is against the medical side effect warnings to both male and female.For clarity, the researcher flip to page 132 to get the full details of what has been written there. It contains details on the contraceptives guidance for males and females.It stated that the male participants are eligible to participate if they agree to the following requirements during the intervention period and for at least 28 days after the last dose of study intervention, which corresponds to the time needed to eliminate the reproductive safety risk of the study intervention(s). But participants must follow these guidelines:Refrain from donating sperm.Be abstinent from heterosexual intercourse with a female of childbearing potential as their preferred and usual lifestyle (abstinent on a long-term and persistent basis) and agree to remain abstinent.Must agree to use a male condom when engaging in any activity that allows for the passage of ejaculate to another person.In addition to male condom use, a highly effective method of contraception may be considered in WOCBP partners of male participants.The female participant is eligible to participate if she is not pregnant or breastfeeding, and at least 1 of the following conditions applies:Is not a WOCBPIs a WOCBP and using an acceptable contraceptive method as described below during the intervention period (for a minimum of 28 days after the last dose of study intervention).It advised that the investigator should evaluate the effectiveness of the contraceptive method in relation to the first dose of the study intervention. The investigator is responsible for the review of medical history, menstrual history, and recent sexual activity to decrease the risk for inclusion of a woman with early undetected pregnancy.CONCLUSIONThe claim with the headline “Pfizer vaccine causes births defects due to genetic manipulation” isFALSEas the document referenced in the viral image was during test trials for vaccine efficacy.Post navigationCLAIM: Three Nigerians Arrested for Trafficking Drugs in Cambodia were Sentenced to Death  Fact-checking Images from President Buhari’s Visit to Sokoto State in January 2022",BrandWarlock,13/02/2022,https://newsverifierafrica.com/claim-pfizer-vaccine-causes-birth-defects-due-to-genetic-manipulation/
CLAIM: Three Nigerians Arrested for Trafficking Drugs in Cambodia were Sentenced to Death,"Listen to this articleOkediran AdeyemiOn Thursday, December 23, 2021, a Facebook user with the namePaul Onovohposted an image of three men on handcuff with cocaine ice before them, claiming they were Nigerian arrested for drug trafficking in Cambodia.Thecontent writtenabove the picture reads: “Three Nigerian men who were caught with cocaine “ice” in Cambodia has been charged to death sentence! Rip guys, continue sharing until it gets to their various parents.”Three Nigerians Arrested for Trafficking Drugs in CambodiaAs of the time of fact-checking this claim, the post has generated 10 comments, 11 reactions while 32 users have shared it.CLAIMN-VA extracted the claim, “Three Nigerians Arrested for Trafficking Drugs in Cambodia were Sentenced to Death” and went on to fact-check and verify its authenticity.POTENTIAL IMPACT OF THE CLAIMThe report shows that Nigeria is presently facing high unemployment rates, conflicts, insecurity, and youths are illegally migrating to other countries while acting as drug mules.Nigerian news websites are awash with news of the arrest of Nigerians within and outside the country while peddling drugs or acting as drug mules. While there have been issues of wrongful convictions of arrested drug peddlers and recirculating old pictures of arrested drug mules, the researcher deemed it fit fact-check if the claim was made by the Facebook user.VERIFICATIONIn other to validate the authenticity of the image, a Google reverse image search was carried out. The search result revealed that the photo has been online since 2019.ACambodia News Englishreport that the police force of Dangkor District seized over 20 kilograms of narcotics (methamphetamine) and detained three Nigerian men in Stung Mean Chey 2 Khan Mean Chey, Phnom Penh at 20:00 on the 28th of July, 2019.After detaining the three suspects, the police sent the case to the Phnom Penh Municipal Court to proceed with the proceedings. The report does not mention the “death penalty” or any sentence for the offense.The names of the three suspects arrested are MADUKA JONAS CHIBUDO, Male, 35 years old; OCIESIE CHIKA ODINAKA CHIEMERIE, Male, 25 years old; and DAVIS CANKWDO, Male, 30 years old.Is there a death penalty for drug offenses in Cambodia?According to a report published byAmerica addiction Centreson “20 countries with the harshest drug laws in the world,” United States drug laws are often considered harsh but the penalties for carrying or trafficking drugs in Central America, South America, and Southeast Asia is much more severe.The report states that you can be sentenced to many years in prison or even life in prison for possessing drugs in Cambodia. Unlike many other South Asian countries, Cambodia does not mandate the death penalty for drug trafficking.CONCLUSIONThe claim that Three Nigerians Arrested for Trafficking Drugs in Cambodia have been Sentenced to Death isFALSE.Post navigationCLAIM: South Sudanese Man, Joshua Ladu is Ranked the Tallest Man in the World at 9’8ft  CLAIM: Pfizer Vaccine Causes Birth Defects due to Genetic Manipulation",BrandWarlock,16/01/2022,https://newsverifierafrica.com/claim-three-nigerians-arrested-for-trafficking-drugs-in-cambodia-were-sentenced-to-death/
"CLAIM: South Sudanese Man, Joshua Ladu is Ranked the Tallest Man in the World at 9’8ft","Listen to this articleOkediran AdeyemiOn November 14, 2021, a Facebook user with the name,Baba Saleh, posted a picture on a Facebook page named “Blessing C. E. O Official.” Baba Selah who is a member of the group posted the picture with the caption, “Meet Joshua Ladu. He is from South Sudan. At 9’8ft, he is ranked the tallest man in the world.”The post has generated 285 comments, 1600 shares, and 556 likes at the time of fact-checking this claim.CLAIMN-VA extracted the claim, “South Sudanese Man, Joshua Ladu is Ranked the Tallest Man in the World at 9’8ft” and went on to fact-check it.POTENTIAL IMPACT OF THE CLAIMOne of the reasons why the researcher decided to fact check this claim was that, it was posted on a public group page which is known for Certified RELATIONSHIP/ MENTAL EXPERT.Intellectual entertainer, and has over 212, 400 members.Also, the post has over a thousand shares already, meaning its echo chamber is spreading within the social media platform.VERIFICATIONIn our findings it was discovered that this post has been circulating on the internet since May 27, 2020, the first post was traced toSamuel Byamugisha Kamanzi.In a quest for verification, the researcher searched for Joshua Ladu on the Guinness World Records website and discovered that such record is not ascribed to his name, and also the name does not appear anywhere in the book of fame. It was also discovered that no media house has reported Joshua Ladu as the tallest man in the world.Due to the image poor quality, the researcher opined that the picture could have been manipulated, hence, used digital forensic tools to know the origin of the picture.The photo was subjected to TinEye image searchwhich was able to find the exact image which was been posted on the web on July 23, 2020, according to search results.It was also subjected toGoogle reverse image searchwhich did not find the original, unaltered photo as well, but the results showed an array of fact-check websites that had fact-checked the picture and verified that it is false.Furthermore, the researcher searched for the word“tallest man in the world”and it was revealed that Robert Wadlow was ascribed the tallest man to ever have lived with 2.72 m (8 ft 11.1 inches) as his height as of June 27, 1940.Also, TheGuinness World Recordhas also ascribedSultan Kösen(Turkey, b.10 December 1982) who measured 251 cm (8 ft 2.8 in) in Ankara, Turkey, on 08 February 2011 as the tallest man living.Watch this video on YouTubeCONCLUSIONThe claim that “South Sudanese Man, Joshua Ladu is Ranked the Tallest Man in the World at 9’8ft” isFALSE.Post navigationCLAIM: Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022  CLAIM: Three Nigerians Arrested for Trafficking Drugs in Cambodia were Sentenced to Death",BrandWarlock,10/12/2021,https://newsverifierafrica.com/claim-south-sudanese-man-joshua-ladu-is-ranked-the-tallest-man-in-the-world-at-98ft/
"CLAIM: Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022","Listen to this articleOkediran AdeyemiOn Saturday, November 27, 2021, a poster was shared on a Facebook page,Afrika TV, Kenya.The poster has a picture of Wizkid on it with the inscription that he will be performing atThe Hub Karenon January 8, 2022, and also the price for each various type of ticket available for the show was contained on it.As of the time of fact-checking this claim, the tweet has generated 2 comments from different handles and 27 likes.CLAIMN-VA extracted the claim, “Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022, and went on to fact-check it.POTENTIAL IMPACT OF THE CLAIMBalogun Ayodeji Ibrahim, popularly known as Wizkid is a Nigerian RnB singer who rose to prominence in 2010 with the release of his lead single Holla At Your Boy from his debut album Superstar, while international recognition came in 2016 when he collaborated with Drake on the global hit One Dance, which reached No.1 in 15 countries including the UK, US, Canada, and Australia.The reason for fact-checking this claim is that recently Wizkid just completed a 3 days UK show at The O2 Arena in London, titled Made In Lagos Tour on the 28, 29, and 30th of November, 2021. The ticked which sold off within 12 minutes was to celebrate his 10-year discography.VERIFICATIONAfrika TV, Kenya known for posting African entertainment and showing Africa talents and creativity posted on her Facebook page, claiming Wizkid will be performing on January 8, 2021, at The Hub Karen.The poster urged fans intending to attend the concert to pay in advance Ksh8,000 for VIP tickets or Ksh5,000 for regular ones.“There is a window to buy tickets at the gate at Ksh10,000 for VIP tickets or Ksh6,000 for regular tickets,” the post adds. The fans were urged to “visit ‘MUZECLUB.COM’” to book their tickets.It was also discovered that the same poster was shared onArchive Today on November 30, 2021.Will Wizkid be performing in Kenya on said date?Wizkid’s manager, Sunday Are, has flagged the poster as fake on his verifiedInstagram page.It caption of the Instagram post reads, “Wizkid FC in Kenya, this is to notify us that this promotion is fake and we aren’t informed. Please disregard. Thank you @wizkidnews”Furthermore,The Hub Karenhas also released a press statement on her Facebook page debunking the claim that Wizkid will be holding his concert in their space.It read, “To our customers, kindly disregard any information concerning a Wizkid concert at The Hub Karen. We are not aware of the ongoing communication and would love to clarify that at this time there is no such concert that will happen at The Hub, Karen.”CONCLUSIONThe claim that Wizkid will be performing at The Hub Karen in Kenya on 8 January 2022 is FALSE.Post navigationCLAIM: Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022  CLAIM: South Sudanese Man, Joshua Ladu is Ranked the Tallest Man in the World at 9’8ft",BrandWarlock,10/12/2021,https://newsverifierafrica.com/claim-wizkid-to-perform-at-the-hub-karen-in-kenya-on-january-8th-2022/
"CLAIM: Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022","Listen to this articleOkediran AdeyemiOn Saturday, November 27, 2021, a poster was shared on a Facebook page,Afrika TV, Kenya.The poster has a picture of Wizkid on it with the inscription that he will be performing atThe Hub Karenon January 8, 2022, and also the price for each various type of ticket available for the show was contained on it.As of the time of fact-checking this claim, the tweet has generated 2 comments from different handles and 27 likes.CLAIMN-VA extracted the claim, “Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022, and went on to fact-check it.POTENTIAL IMPACT OF THE CLAIMBalogun Ayodeji Ibrahim, popularly known as Wizkid is a Nigerian RnB singer who rose to prominence in 2010 with the release of his lead single Holla At Your Boy from his debut album Superstar, while international recognition came in 2016 when he collaborated with Drake on the global hit One Dance, which reached No.1 in 15 countries including the UK, US, Canada, and Australia.The reason for fact-checking this claim is that recently Wizkid just completed a 3 days UK show at The O2 Arena in London, titled Made In Lagos Tour on the 28, 29, and 30th of November, 2021. The ticked which sold off within 12 minutes was to celebrate his 10-year discography.VERIFICATIONAfrika TV, Kenya known for posting African entertainment and showing Africa talents and creativity posted on her Facebook page, claiming Wizkid will be performing on January 8, 2021, at The Hub Karen.The poster urged fans intending to attend the concert to pay in advance Ksh8,000 for VIP tickets or Ksh5,000 for regular ones.“There is a window to buy tickets at the gate at Ksh10,000 for VIP tickets or Ksh6,000 for regular tickets,” the post adds. The fans were urged to “visit ‘MUZECLUB.COM’” to book their tickets.It was also discovered that the same poster was shared onArchive Today on November 30, 2021.Will Wizkid be performing in Kenya on said date?Wizkid’s manager, Sunday Are, has flagged the poster as fake on his verifiedInstagram page.It caption of the Instagram post reads, “Wizkid FC in Kenya, this is to notify us that this promotion is fake and we aren’t informed. Please disregard. Thank you @wizkidnews”Furthermore,The Hub Karenhas also released a press statement on her Facebook page debunking the claim that Wizkid will be holding his concert in their space.It read, “To our customers, kindly disregard any information concerning a Wizkid concert at The Hub Karen. We are not aware of the ongoing communication and would love to clarify that at this time there is no such concert that will happen at The Hub, Karen.”CONCLUSIONThe claim that Wizkid will be performing at The Hub Karen in Kenya on 8 January 2022 is FALSE.Post navigationCLAIM: Former Governor, Gbenga Daniel Appeared in a Picture With Nobel Laureate, Wole Soyinka in 1969  CLAIM: Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022",BrandWarlock,10/12/2021,https://newsverifierafrica.com/claim-wizkid-to-perform-at-the-hub-karen-in-kenya-on-january-8th-2022-2/
"CLAIM: Former Governor, Gbenga Daniel Appeared in a Picture With Nobel Laureate, Wole Soyinka in 1969","Listen to this articleOkediran AdeyemiOn Wednesday, December 8, 2021, a Twitter user with the name Frank Justice with the username,@Talk2_Frankjay, tweeted a picture claiming former Ogun state governor, Gbenga Daniel was the one holding a kettle of water in a viral picture of Nobel laureate, Wole Soyinka.Thetweet read:“That is Wole Soyinka seated after his release from Prison in 1969. The boy holding a kettle of water beside him is Gbenga Daniel…. who later became Ogun State Governor.”“That you have served someone or serving someone today will not prevent you from becoming what you will BECOME in life. “LOYALTY IS A VIRTUE”As of the time of fact-checking this claim, the tweet has generated 131 comments from different handles, 126 quote tweets, 307 retweets, and 937 likes. However, the user has deleted this tweet.CLAIMN-VA extracted the claim, “Former Governor, Gbenga Daniel Appeared in a Picture With Wole Soyinka in 1969” and went on to fact-check and verify its authenticity.POTENTIAL IMPACT OF THE CLAIMGbenga Daniel (born 6 April 1956) is a Nigerian politician and Governor of Ogun State of Nigeria from 29 May 2003 to 29 May 2011. Meanwhile, Professor Wole Soyinka is the first African Nobel laureate winner and hails from Ogun state too. This makes it crucial to verify the claim made in the tweet.VERIFICATIONAccording to a tool, TinEye, use in searching for images online, it was revealed that the picture first makes its first appearance on social media on October 5, 2018.The picture was posted alongside another picture onNairalandwhich was extracted from a tweet made by Tomiwa Ilori on June 3, 2018, with the caption, “ Odds are high you haven’t seen this image of Wole Soyinka living the life of a ‘Guerrilla’ boss.Is it Gbenga Daniel that was behind Wole Soyinka in the viral picture?However, one of the sons of Gbenga Daniel,Debola Danielhas debunked the claim as false by quote tweeting the initial claim that “People just lie unprovoked.They don’t even try to mislead. They just lie. That is not my daddy o”.CONCLUSIONThe claim that “Former Governor, Gbenga Daniel Appeared in a Picture With Nobel Laureate, Wole Soyinka in 1969” is FALSE.Post navigationCLAIM: EFCC Arrests 60 Suspects at ‘Yahoo Boys Awards Night’ in Ogun  CLAIM: Wizkid to Perform at The Hub Karen in Kenya on January 8th, 2022",BrandWarlock,10/12/2021,https://newsverifierafrica.com/claim-former-governor-gbenga-daniel-appeared-in-a-picture-with-nobel-laureate-wole-soyinka-in-1969/
CLAIM: EFCC Arrests 60 Suspects at ‘Yahoo Boys Awards Night’ in Ogun,"Listen to this articleAdeyemi OkediranOn Tuesday, November 30, 2021, a Twitter blog page,Postsubmanis known for posting and updating his followers on the latest happenings and entertainment tweeted a graphics with quote the tweet, “EFCC nets 60 at ‘Yahoo Boys’ awards night.’”The graphic consists of an image of young boys sitting on the floor inside a room with armed men in EFCC uniforms standing at a corner of the room.As of the time of fact-checking this claim, thetweethas generated 16 comments from different handles, 19 quotes and retweets, and 44 likes.CLAIMN-VA extracted the claim, “EFCC Arrests 60 Suspects at ‘Yahoo Boys Awards Night’ in Ogun” and went on to fact-check and verify its authenticity.POTENTIAL IMPACT OF THE CLAIMRecently, there has been high reportage on cybercriminals popularly known as Yahoo boys being arrested and arraigned by the officers of the Economic and Financial Crimes Commission (EFCC) on a daily basis on various media platforms.What prompted this fact-checking was the fact that it was reported in the graphics been posted that the Yahoo Boys organized a program tagged: “Peer Youths Awards,” to reward themselves for engaging in cyber fraud.VERIFICATIONAccording to a News Story published byThe Cableon November 29, 2021, it was reported that operatives of the Lagos Command of the EFCC have arrested 60 suspected internet fraudsters during an awards ceremony at the Conference Hotel in Abeokuta, Ogun State.The statement read in full: The Economic and Financial Crimes Commission (EFCC) says its operatives have arrested 60 persons at an award event organized to “reward internet fraudsters”.According to a statement issued on Monday by the spokesman of EFCC, Wilson Uwujaren, the 60 persons were arrested during the event held at the Conference Hotel in Abeokuta, Ogun state.The commission said several items, including cars and mobile phones, were recovered from the suspects, adding that they would soon be charged to court.The statement reads: “Operatives of the Lagos Command of the EFCC have arrested 60 suspected internet fraudsters during an awards ceremony at the Conference Hotel in Abeokuta, Ogun State,” the statement reads.“The event tagged “Peer Youths Awards”, an investigation revealed, was organized to reward high-level internet fraudsters. Items recovered from the suspects at the point of arrest include exotic cars, electronic devices, laptop computers, and mobile phones. The suspects will soon be charged to court.”It was also discovered that various media outlets have published the same news story likeThis Day,Leadership,Instablog9ja,and other blog websites.However, a Twitter user with the pseudo nameABIJA WARA bi SMOOCHEYhas nullified the claim while quote tweeting the initial tweet posted by Postsubman.Hetweetedthat “Nothing of such happened in Abeokuta over the weekend. A party was hosted at conference hotel. Whosoever started this “yahoo boys” award night agenda did very bad because that was a false information. Fraudsters were around the hotel but no party was oragnaised by them. Nawa oooo”To clarify if there was misinformation in the news articles which has been shared by several verified news platforms, the researcher put a call and text across to Conference Hotel.After several calls which went unanswered, the manager of the Conference Hotel who identified himself as Mr Idris replied to the several WhatsApp messages left by the researcher, stating that the yahoo boys were not in the hotel premises to attend the award ceremony.In his reply, Idris stated that the Yahoo Boys were in the hotel to enjoy themselves and not for the award programme.CONCLUSIONThe claim that “EFCC Arrests 60 Suspects at ‘Yahoo Boys Awards Night’ in Ogun” isFALSEas the award ceremony event which happened in the said hotel wasn’t organized by the yahoo boys as earlier stated by the EFCC spokesman in his statement.Post navigationCLAIM: African Union Commission is Relocating its Secretariat From Ethiopia  CLAIM: Former Governor, Gbenga Daniel Appeared in a Picture With Nobel Laureate, Wole Soyinka in 1969",BrandWarlock,30/11/2021,https://newsverifierafrica.com/claim-efcc-arrests-60-suspects-at-yahoo-boys-awards-night-in-ogun/
CLAIM: African Union Commission is Relocating its Secretariat From Ethiopia,"Listen to this articleAdeyemi OkediranOn Sunday, November 7, 2021, a Twitter user with the nameLinda Ottoriclaimed that the African Union Commission’s chairperson called for the temporary relocation of the Commission and its staff from Ethiopia.The tweet read thus: “Just in. internal communication for @_AfricanUnion, staff are told to immediately leave the capital with their valuables until further notice. #Evacuate while you can, as airspace might be closed in the coming days.”As of the time of fact-checking this claim, the tweet has generated 26 comments from different handles, 203 quotes and retweets, and 283 likes.CLAIMN-VA extracted the claim, “African Union Commission is relocating its secretariat from Ethiopia” and went on to fact-check and verify the authenticity of the claim.POTENTIAL IMPACT OF THE CLAIMOne of the pertinent reasons for fact-checking the authenticity of this claim is that The African Union (AU) is headquartered in Ethiopia where armed conflict has taken a more disastrous turn since November 2020.Also, the tweet does not carry any link to the internal memo it quotes, hence, the fact-checker needs to confirm the claim with hard and indisputable evidence.Lastly, considering the number of followers the user has, and the total number of users who might have retweeted and shared on each of their social media pages might cause panic to the entire African Union and its member states.VERIFICATIONIn response to the tweet made earlier on Sunday, November 7, 2021, Ebba Kalondo, the spokesperson of Mr. Mahamat, has debunked the claim that the AU has called for the relocation of its headquarters out of Addis Ababa as fake in astatement releasedon November 7, 2021.It read thus: “7 November 2021, Addis Ababa: The African Union Commission has learned of the existence of a report circulating on social media purporting to be an official internal memo attributed to the Chairperson of the Commission, allegedly calling for a temporary relocation of the Commission and its staff from Ethiopia. The said report is fake news and has no basis in fact or form. Issued by: Ebba Kalondo, Spokesperson to the Chairperson.”A copy of this was shared on her officialTwitter verified accountwhile the Chairperson of the African Union Commission, HE.Moussa Faki Mahamat also shared it on his personallyverified Facebook page.CONCLUSIONThe claim that the African Union Commission is relocating its secretariat from Ethiopia amidst the armed conflict in the East African nation isFALSE.Post navigationCLAIM: Obi Cubana Poses With EFCC Officers  CLAIM: EFCC Arrests 60 Suspects at ‘Yahoo Boys Awards Night’ in Ogun",BrandWarlock,12/11/2021,https://newsverifierafrica.com/claim-african-union-commission-is-relocating-its-secretariat-from-ethiopia/
CLAIM: Obi Cubana Poses With EFCC Officers,"Listen to this articleAdeyemi OkediranA broadcast picture went viral on social media claiming that Obi Cubana took a selfie with EFCC officers as they released him. Multiple social media handles had shared the image with the inscription that he took a selfie with the staff.CLAIMN-VA extracted the claim, “Obi Cubana Poses With EFCC Officers,” and went on to fact-check and verify its authenticity.POTENTIAL IMPACT OF THE CLAIMObinna Iyiegbu aka Obi Cabana is a Nigerian businessman and entrepreneur whose name has gone viral since the burial ceremony of his mother in July 2021. On November 1st, the news went viral that Iyiegbu was invited for questioning by EFCC which last for over 72 hours.VERIFICATIONAccording toThe Guardian, the Economic and Financial Crimes Commission (EFCC) arrested popular socialite and businessman, Obinna Iyiegbu, also known as Obi Cubana, over allegations of money laundering and tax fraud on Monday, November 1, 2021.In a news story published byThe Guardian, it was disclosed that he was released on Thursday evening after undergoing intense interrogation by operatives of the commission for 72 hours.In a bid to test the authentication of the image, the researcher run a reverse image search onTinEye.It was discovered that TinEye searched over 50.2 billion images it couldn’t find any matches for the search image.The researcher also took to Google reverse image, but could not find anything similar to the image.Following the viral image and the accompanying claim, on November 5th, 2021, the Economic and Financial Crimes Commission (EFCC) has debunked the image as false on their verified Instagram account saying the picture was taken on the 7th October 2021 during a book launch of Colonel Chukwu Obasi at Nigerian Army Resource Centre in Abuja in which Obi Cubana attended as a guest.The statement read thus, “The attention of EFCC has been drawn to fake news trending on social media with the caption, “EFCC Crew poses for a quick photograph with billionaire socialite and businessman Obi Cubana”.“The caption is as fake as any fake news can ever be because, at no time during his ongoing investigation, the period in custody or release did Obi Cubana pose for photographs with EFCC staff.Deji Adesogan, A.K.A. Uncle Deji, a popular security analyst, using his social media handle, has debunked the fake news, saying,“This post is deliberately misleading, this picture was taken 7th October 2021 during a book launch of Colonel Chukwu Obasi at Nigerian Army Resource Centre in Abuja in which Obi Cubana attended as a guest”.“Members of the public are therefore advised to ignore the fake news and misleading imputation which has been traced to the social media account of Sabi Radio (sabiradio), which first went to town with the fake news at 1.06 pm on 5 November 2021. Sabiradio’s watermark is telltale on the photograph.”“The Commission shall not hesitate to take urgent necessary steps to address this and other fake news seeking to drag EFCC’s hard-won name and professional reputation in the mud.”CONCLUSIONThe claim that Obi Cubana took a photograph with EFCC officers after he was released from the agency’s custody isMISLEADING.Post navigationCLAIM: Abeg App is Rewarding #BBNaija Fans with #30,000  CLAIM: African Union Commission is Relocating its Secretariat From Ethiopia",BrandWarlock,07/11/2021,https://newsverifierafrica.com/claim-obi-cubana-poses-with-efcc-officers/
"CLAIM: Abeg App is Rewarding #BBNaija Fans with #30,000","Listen to this articleEXPLAINERA viral broadcast message on social media platforms claimed that the major sponsor of #BBNaija Season 6, ABEG APP, is rewarding bbnaija fans with ₦30,000 cash to support them. The broadcast was shared with a web link for the fans to register in order to get the support fund.The message on the viral broadcast reads: “BBNAIJA SEASON 6 GIVEAWAYABEG APP the sponsor of bbnaija season 6 is rewarding bbnaija fans with 30,000naira cash to support their fans. I just received mine. DONT MISS OUT. Apply now- https://bit.ly/ABEG-APP-GIVEAWAYs.”CLAIMN-VA extracted the claim, “Abeg App is rewarding #BBNaija fans with ₦30,000,” and went on to fact-check and verify its authenticity.POTENTIAL IMPACT OF THE CLAIMAbeg App was one of the headline sponsors of the popular reality TV show, Big Brother Nigeria, popularly referred to as #BBNaija. The show just rounded up its sixth season, the grand finale held on October 3, 2021, with the winner going home with a grand prize of ₦90 Million, courtesy of Abeg App (headline sponsor), PATRICIA (associate sponsor), and other sponsors.The Abeg app known for sending and receiving money, paying bills, and buying quick airtime, went from a paltry 20,000 users to 1.8 million following its sponsorship of the biggest show in Africa, making it imperative to fact-check the claim.Throughout the 71 days in which housemates were in the house, #BBNaija had over 41.7 billion digital impressions with the Abeg app getting wide internet visibility, another reason why the claim needs to be fact-checked.VERIFICATIONWhat is Abeg App?According toTechcabalAbeg is a peer-to-peer (P2P) social payments platform that allows people to send or request money from another Abeg user without having to input any bank details. The users only need the beneficiary Abeg tag to send them money or vice versa.The app was founded by three young men, Muheez Akanni, Michael Okoh, and Dare Adekoya, and is only available to Nigerians, for now. Funding an Abeg wallet requires a Bank Verification Number (BVN) and a local phone number linked to your account. You can also buy airtime, pay bills, and link your social media accounts to find Abeg users on Twitter or Instagram.What is the Abeg App used for?The major services on the app are sending and receiving money. Once you have an account and your BVN has been verified with your phone number, the system scans through your contacts to identify those who have installed the app on their phones.Is Abeg App Giving Out Cash?The researcher clicked on the website link contained in the viral broadcast which redirected to abegbbnaija.recipgu.com/continue.html, where the homepage requested that you drop your name and phone number in a provided form then proceed to answer some quiz before you can claim the cash.After answering three (3) questions correctly, a message popped up stating that, “CONGRATULATIONS YOUR #30,OOO CASH PRIZE HAS BEEN APROVED.” “The fund will be available to withdraw when you share this information with people. Click the “Invite Friends/Group” button below to share this information with 15 friends or 5 groups on WhatsApp so That They Can Also Benefit Fom ABEG APP.”The fact-checker searched for the details of the website on who.is which revealed that the site status is INACTIVE while the Domain Name System (DNS) record revealed that the domain has been registered five times.As a follow-up, the researcher reached out to Abeg App on their official verified Twitter handle @abeg_app to confirm if the said support fund and website originated from the payment platform.In their response, they claimed they know nothing about it, and urged users to be careful.“Hi, Abeg as no part of this, please be careful. IT,” the handler replied.CONCLUSIONThe claim that Abeg App is rewarding #BBNaija fans with ₦30,000 isFALSEPost navigationHow Religious Facebook Page Amplified COVID-19 Disinformation in Nigeria  CLAIM: Obi Cubana Poses With EFCC Officers",BrandWarlock,20/10/2021,https://newsverifierafrica.com/claim-abeg-app-is-rewarding-bbnaija-fans-with-30000/
