Claim,Evidence,Label,Date,URL
Video shows Governor Wike leading a campaign rally for Peter Obi in Port Harcourt.,"Findings by The FactCheckHub show that the claim is FALSE. The viral video was traced to the TikTok post made on Thursday, November 17, 2022, the same day Peter Obi and his running mate, Datti Baba-Ahmed visited Port Harcourt to commission a project for the Rivers State Governor, Nyesome Wike, who is a member of the Peoples Democratic Party (PDP). Wike had in November invited Obi to the state capital for the commissioning of the 9th flyover by his administration. Screenshot of the news footage showing the moment Wike and Obi arrived the event venue to commission a flyover in Port Harcourt, Rivers state on November 17, 2022. CREDITS: TVC News. Checks revealed that the viral video show the moment the former governor of Anambra state alongside his running mate was received by a large crowd of his supporters at the venue of the Nkpolu – Oroworukwo flyover inauguration. A footage of their arrival at the event’s venue uploaded on YouTube by TVC News Nigeria shows people with PDP flags at the venue of the project inauguration. Channels Television and other media platforms also reported the event. My team and I just arrived at the Government House in Port Harcourt, Rivers State, for the Commissioning of a new Flyover constructed by HE @GovWike. -PO pic.twitter.com/u3tI1h6reG — Peter Obi (@PeterObi) November 17, 2022 That was not the first time Governor Wike would invite a member of an opposition party for project commissioning in Rivers State. He had earlier invited the current Nigeria’s Vice President, Yemi Osinbajo, Speaker of the Federal House of Representatives, Femi Gbajabiamila, and a former Edo state governor, Adams Oshiomole, who were all members of the All Progressives Congress (APC) to commission some of the projects executed by his administration. Wike also invited the presidential candidate of the New Nigeria Peoples Party (NNPP), Rabiu Musa Kwankwaso, to inaugurate Mgbutanwo Internal Roads in Emohua Local Government Area of Rivers State.",FALSE,23-12-2022,https://factcheckhub.com/video-does-not-show-governor-wike-leading-campaign-rally-for-peter-obi/
"Nigeria has about 300,000 policemen.","Findings by The FactCheckHub show that the claim is FALSE. An analysis published by Dataphyte on October 7, 2019 showed that the population of the Nigeria Police Force (NPF) was at 371,800, with police to population ratio of one police officer to five hundred and forty (540) citizens. According to INTERPOL, the strength of the Nigeria Police Force is more than 350,000 men and women across the 36 states and the FCT. Also, a security expert, Bola Bakare stated in a report published by the Vanguard on July 7, 2021 that the personnel strength of the Nigeria Police Force stood at 370,000.",FALSE,18-12-2022,https://factcheckhub.com/fact-checking-nasir-el-rufais-claims-about-nigerian-military-size-others-at-chatham-house/
Peter Obi claimed that over 130 million live in poverty in Nigeria.,"According to a recent report by the National Bureau of Statistics (NBS) on multi-dimensional poverty, about 133 million people in the country, representing 63 per cent of the population, are living in different categories of poverty. The report stated that 65 per cent of the poor (86 million people) live in the North, while 35 per cent (nearly 47 million) live in the South. The National Multi-Dimensional Poverty Index (MPI) report is 0.257, indicating that poor people in Nigeria experience just over one-quarter of all possible deprivations. The report stresses that poverty levels across states vary significantly, with the incidence of multi-dimensional poverty ranging from a low of 27 per cent in Ondo to a high of 91 per cent in Sokoto. According to the report, over half of the population of Nigeria are multi-dimensionally poor and cook with dung, wood or charcoal, rather than with cleaner energy. According to the report, high deprivations are also apparent nationally in sanitation, healthcare, food insecurity, and housing. Accordingly, the incidence of monetary poverty is lower than the incidence of MPI across most states. In Nigeria, 40.1 per cent of people had been deemed poor, according to the 2018/19 national monetary poverty line, but 63 per cent have now been regarded multi-dimensionally poor according to the National MPI 2022.",TRUE,25-11-2022,https://factcheckhub.com/fact-checking-obis-claims-at-the-candidates-presidential-town-hall-series/
Kwankwaso claimed that he never borrowed money when he was governor of Kano state. ,"According to a report by Premium Times, Kano state Commissioner of Information, Mohammed Garba, said that Kwankwaso borrowed N4.161 billion from pensioners’ funds to build Bandirawo and Amana Housing Estates. He added that when the project was completed, the government realized pensioners could not afford housing units in the estates because of the cost. In a Vanguard report in 2021, the former Kano governor was probed by the EFCC for allegedly mismanaging N10 billion in pension remittances between 2011 and 2015.",FALSE,22-11-2022,https://factcheckhub.com/fact-checking-kwankwasos-claims-at-the-candidates-presidential-town-hall-series/
Obasanjo’s administration spent $16 billion dollars on the power sector – Sowore.,"There were allegations that President Olusegun Obasanjo’s administration spent $16 billion on power projects. However, there are no publicly available official records that prove this. Some members of the Obasanjo administration have refuted the claim. Also, a 2017 report on corruption in the power sector by the Socio-Economic Rights and Accountability Project (SERAP) records that Obasanjo’s administration spent $10 billion, not $16 billion on NIPP from the testimony of the former President’s Chief Economic Adviser, Taminu Yakubu, while testifying before the Senate probe committee. Similarly, a breakdown published by the Vanguard shows that the Federal Government released a total sum of N374.65 billion or $2.9 billion to the Ministry of Power between 1999 to 2006 under Obasanjo’s regime. According to the Vanguard, the breakdown was part of the report presented by the former Permanent Secretary, Ministry of Power, Godknows Igali, and the Managing Director, Niger Delta Power Holding Company, NDPHC, James Olotu, before a Senate Ad-hoc Committee probing the power sector from 1999 to 2015.",FALSE,19-11-2022,https://factcheckhub.com/fact-checking-sowores-claims-at-the-candidates-presidential-town-hall-series/
Wike defects to APC.,"Findings by The FactCheckHub show that the claim is FALSE. Checks using keyword searches online show that the video had surfaced online with similar claims around June 2022 after the PDP presidential primary election. Analysis of the video shows that it was cut from Wike’s interview with Arise TV broadcast on July 2021. In the original video, Wike was reacting to the defection of some governors and legislators from the PDP to the ruling APC. Prior to the interview, PDP had lost three governors and other party members to the APC in the space of seven months. The River State governor responded to the question by the Arise TV anchor, Oseni Rufai, who asked if the reason members of the party, especially from the South-East, were leaving the party was because the party did not consider zoning. In the full video (29:00-32:00 minutes), Wike argued that the defectors could not justify their reasons for leaving the party. He added that their reasons should be in the interest of their people and their region and not because of their political relevance. “What makes you a man is to be able to tell your people a simple truth,” Wike said. Citing an instance, he said in the 57 minutes video: “I am leaving PDP to APC today because PDP have not done anything for South-South, PDP have not done anything in Rivers State, PDP have not done anything for my people. I would catalogue everything. I’m leaving PDP to APC. See the reasons why I’m leaving PDP to join you. Tell me, are you willing to do all these things that PDP didn’t do for me….” Meanwhile, Kelvin Ebiri, the Media Aide to Wike, had in June 2022 debunked the viral video, adding that it should be disregarded.",FALSE,04-11-2022,https://factcheckhub.com/false-claim-that-nyesom-wike-has-defected-to-apc-resurfaces-online/
That Obi said he pulled 439 million people out of poverty in Anambra.,"Findings by The FactCheckHub show that the claim is FALSE. Further checks by The FactCheckHub revealed that the video has been manipulated. Where Obi mentioned “China” was removed and replaced with where he said “I” as seen in the doctored video. In the full original video, Obi spoke about how the adoption of the Millenium Development Goals helped China to lift 439 million citizens out of poverty. “….It was MDGs China input into their development agenda and were able to pull 439 million people out of poverty. It was MDGs India input into their development agenda, and they were able to pull 269 million people out of poverty,” Obi said.",FALSE,25-10-2022,https://factcheckhub.com/claim-that-obi-said-he-pulled-439-million-people-out-of-poverty-is-false/
That photo shows Bola Tinubu watching Peter Obi on television.,"Findings by The FactCheckHub show that the claim is FALSE. Using Google Reverse Image Search, checks revealed that the photo has been manipulated. The original photo shows Bola Tinubu staring at a TV screen. The original image shows Tinubu in an aeroplane staring at a TV screen on his way from the United Kingdom to Nigeria. However, there was nothing showing on the screen. This is not the first time that Charly Boy has shared misleading claims online. The FactCheckHub had earlier reported how he shared a misleading video with a claim that it shows Peter Obi’s supporters in boats holding a campaign rally in riverine areas. When The FactCheckHub subjected the video to verification, it revealed that the claim was FALSE. The FactCheckHub also reported how he made a false claim about the electronic transmission of election results by the Independent National Electoral Commission (INEC).",MISLEADING,10-10-2022,https://factcheckhub.com/charly-boy-shares-misleading-photo-of-tinubu-watching-peter-obi-on-tv/
"Claim that the video shows Tinubu’s workout session at his London home on October 3, 2022.","Findings by The FactCheckHub show that the claim is MISLEADING. A keyword search on the veracity of the claim revealed that the video has been on the internet for over 9 years, precisely since 2013 and NOT in October 2022. The video was uploaded on YouTube by one Gbenga Olorunpomi on September 22, 2013. The caption to the video read: “Asiwaju Bola Tinubu getting his fitness back.” The video was also traced to a discussion thread on Nairaland where the video was posted on September 23, 2013. The topic of the thread reads, “Bola Tinubu shows off on exercise bike to confirm he is well.” Reports indicated that the footage was released to prove the healthy fitness status of Bola Tinubu following the speculations that he was sick at the time. The FactCheckHub had earlier published a series of tutorials on verifying video claims and viral images, including how to verify visuals using frames and how to fact-check viral posts shared via WhatsApp, among others. It has also posted media literacy articles on how netizens can avoid falling victim to false and misleading information.",MISLEADING,06-10-2022,https://factcheckhub.com/old-video-of-tinubu-working-out-goes-viral-with-misleading-claim/
Claim that Tinubu never spent more than two weeks outside Nigeria.,"Findings by The FactCheckHub show that the claim is FALSE. Checks revealed that Tinubu spent three months in London, the United Kingdom, in 2021. According to a statement by his media office, the former governor had surgery on his right knee and underwent physiotherapy following the operation. He spent weeks recuperating, and during that period, he was visited by dignitaries from Nigeria, including President Muhammadu Buhari and some governors such as Babajide Sanwo-Olu (Lagos), Umar Ganduje (Kano), Dapo Abiodun (Ogun), Kayode Fayemi (Ekiti), and Rotimi Akeredolu (Ondo), The Punch reported.",FALSE,06-10-2022,https://factcheckhub.com/claim-by-lagos-apc-women-leader-that-tinubu-never-spent-more-than-two-weeks-abroad-is-false/
ACN fielded a Muslim-Muslim ticket in 2011.,"Findings by The FactCheckHub show that the claim is TRUE. The Action Congress of Nigeria fielded Nuhu Ribadu, a former Chairman of the Economic and Financial Crimes Commission and Fola Adeola, a co-founder of Guaranty Trust Bank (GTBank), as the presidential and vice-presidential candidates of the party, respectively in 2011. Checks show that they are both Muslims. Reports show that Christian groups canvassed support for Ribadu’s gubernatorial candidacy in Adamawa state in the 2015 election whom they acknowledged was a Muslim. Ribadu also felicitated with fellow Muslims during Ramadan in 2020 via his tweet. According to his biography published by the entrepreneurs.ng, Fola Adeola was referred to as Tajudeen, which is a Muslim name. His wife is Hajara Adeola, who is also a Muslim. The FactCheckHub also found one of his tweets where he responded to a tweet acknowledging that he’s a Muslim.",TRUE,03-10-2022,https://factcheckhub.com/fact-checking-keyamos-claims-on-muslim-muslim-ticket-percentage-of-votes-won-by-atiku-in-2019/
Checks by The FactCheckHub show that Charly Boy’s claim is FALSE.,"Checks by The FactCheckHub show that Charly Boy’s claim is FALSE. Charly Boy indeed referred to a recent interview granted by the INEC’s National Commissioner and Chairman, Information and Voter Education Committee, Festus Okoye, where he said election results would be collated manually. Okoye said the election would be collated manually in the interviews but explained the difference between collation and transmission of results. He states, “There is a marked difference between the transfer/transmission of results and the collation. Section 50(2) of the Electoral Act, 2022 gives the commission the absolute discretion to determine the mode and procedure of voting in an election and the transmission of election results. “Sections 60 and 62 of the Electoral Act govern post-election procedure and collation of election results. Section 60(1) of the Act provides that the presiding officer shall, after counting the votes at a polling unit, enter the votes scored by each candidate in a form to be prescribed by the commission. “Section 60(5) of the Act makes it mandatory that the presiding officer shall transfer the results, including the total number of accredited voters and the results of the ballot, in a manner prescribed by the commission. After recording and announcing the results, the presiding officer shall then deliver the same along with election materials under security and accompanied by the candidates or their polling agents, where available to such person as may be prescribed by the commission. “The implication of this is that the collation process of results is still essentially manual, but the collation officer must collate subject to his verification and confirmation that the number of accredited voters stated on the collated result is correct and consistent with the number of accredited voters recorded and transmitted directly from polling units.” Notwithstanding, other political actors have begun to question INEC’s announcement. A former presidential aspirant of the African Democratic Congress (ADC), Kingsley Moghalu, posted a thread of tweets at 5:33 p.m. the same day expressing concern. “@inecnigeria now says election results will be manually collated and transmitted? OK o! Is my not being on the ballot for 2023 a blessing in disguise after all? Like I said, I will remain engaged in nation-building from a nonpartisan standpoint,” his tweet thread partly read. INEC’s Press Release clarifying the Electronic Transmission of Election Result. Another Twitter user, Joseph Jonas (via @JosephJoJonas), warns INEC of the imminent problems if it goes ahead with its ‘decision’. “Make you warn dem oo, because they are looking for our Trouble,” he tweeted at 5:34 p.m on Sunday. INEC has, however, issued a press release clarifying the statement of its senior staff. “For clarity, the procedure for result transmission remains the same as in recent Governorship elections in Ekiti and Osun States. There will be no change in all future elections, including the 2023 General Election. “We wish to reassure Nigerians that the electronic transmission of results has come to stay. It adds to the credibility and transparency of the process when citizens follow polling unit-level results on the INEC Result Viewing (IReV) portal in real-time on Election Day. There will be no change or deviation in subsequent elections,” the statement partly read. PRESS RELEASE Clarification on Electronic Transmission of Election Result pic.twitter.com/Snk78AkXCW — INEC Nigeria (@inecnigeria) August 21, 2022 INEC further appealed to Nigerians to be familiar with the provisions of the Electoral Act and avoid reaching a conclusion based on media headlines.",FALSE,21-08-2022,https://factcheckhub.com/charly-boys-tweet-about-inec-discontinuing-electronic-transmission-of-results-is-false/
"

","Checks by The FactCheckHub show that the claim is FALSE. Wole Oladimeji, the media aide to the Labour Party gubernatorial candidate in Osun State, told The FactCheckHub that Yusuf Lasun is still so much in the race. “There is nothing like that, it is a figment of their imagination,” Oladimeji says in a telephone conversation. Similarly, Lasun was seen casting his vote on Saturday in Osun state where he also warned against vote-buying, Channels TV reported. His political party, of which he was the flagbearer, was also on the ballot papers used during the election. “I have not stepped down, and I will never step down for anyone,” Lasun said.",FALSE,16-07-2022,https://factcheckhub.com/osun-decides-2022-claim-that-yusuf-lasun-has-withdrawn-from-governorship-poll-is-false/
"That the photo shows a dilapidated school building around Gboyega Oyetola’s polling unit in Iragbiji, Osun State.","Findings by The FactCheckHub show that the claim is TRUE. The image was that of a primary school in Oyetola’s town, Iragbiji as claimed in the social media posts. The FactCheckHub confirmed that the photo shows the Local Authority Primary School in Iragbiji, Boripe Local Government Area of Osun State. The signpost of the school: Photo Credit: Alawode Vindication An observer with the Centre for Journalism Innovation and Development (CJID), Alawode Vindication, and a resident of the area, Taoheed Adegbite confirmed to The FactCheckHub that the building is a school, adding that it is in a dilapidated state. “The school is still active. There are other good buildings in the school but this particular building is over 10 years already. It was a building built during the Oyinlola’s tenure and it’s no more in use,” Adegbite said. A wider picture of the building. Photo Credit: Wilodi Harold.",TRUE,16-07-2022,https://factcheckhub.com/true-this-photo-shows-dilapidated-school-building-around-gboyega-oyetolas-polling-unit/
"That a court has sacked Ademola Adeleke, the PDP governorship candidate in Osun state.","Checks by The FactCheckHub show that the claim is FALSE. The court had earlier in May 2022 affirmed Senator Ademola Adeleke as the validly elected PDP candidate for the governorship election in Osun State holding today (Saturday). Using some keywords, a search on the internet shows that there is no credible media that reported the court ruling. Findings by The FactCheckHub show that Ademola Adeleke’s political party (PDP) is still on the ballot papers used on Saturday as the election continues in the state. Media reports published by The ICIR and The Punch also show that Adeleke cast his vote at the ongoing election and lauded the electoral process.",FALSE,16-07-2022,https://factcheckhub.com/claim-that-ademola-adeleke-has-been-sacked-by-court-is-false/
"

","Findings by The FactCheckHub show that the claim is FALSE. Lekan Badmus is the current Osun State Commissioner for Regional Integration and Special Duties and not a personal assistant. He was one of the commissioners appointed by the current Osun State governor, Gboyega Oyetola in September 2019. Similarly, the commissioner, in a statement published by the Nigerian Tribune, said the claim is false.",FALSE,16-07-2022,https://factcheckhub.com/claim-that-personal-assistant-to-commissioner-for-special-duty-in-osun-state-was-caught-with-thumb-printed-ballot-is-false/
That the video shows Iyiola Omisore sharing money with the electorate.,"Findings by The FactCheckHub revealed that the claim is FALSE. A Google Reverse Image Search conducted on visual frames from the video revealed that it has been on the internet since 2014. Further checks revealed that the incident was reported by Ynaija when it happened then in Osogbo, Osun state capital. “There were thousands of people at the field beside the OYESTECH Training Centre in Osogbo this afternoon. They were there to receive a sum of money per person from the Omisore Youth Support,” the report read in part. Omisore was an aspirant in the 2014 Osun State gubernatorial election.",FALSE,16-07-2022,https://factcheckhub.com/osun-decides-2022-old-video-of-iyiola-omisore-sharing-money-resurfaces-online/
That photo shows Tinubu with his primary school classmates.,"Findings by The FactCheckHub show that the claim is FALSE. When The FactCheckHub subjected the image to Google Reverse Image Search, the result shows that the image has been online since 2015. According to several online mediums such as Herald Nigeria and Linda Ikeji Blog, the photo shows Nigeria’s Vice President Yemi Osinbajo with his primary school classmates in Corona Primary School, Lagos state. The photo was also among the pictures published in May 2022 by Newswire under an article that featured Osinbajo’s biography. There is no credible medium that portrays the image as that of Tinubu with his primary school classmates. Also, it was not posted by Tinubu or any of his media aides. When contacted by The FactCheckHub, Osinbajo’s media aide, Laolu Akande, confirmed that the photo is that of Vice President Osinbajo. “The image has gone round several times. It’s the VP,” he said.",FALSE,30-06-2022,https://factcheckhub.com/photo-does-not-show-tinubu-with-his-primary-school-classmates/
"That the former Emir of Kano, Sanusi Lamido Sanusi, wrote an article analysing Peter Obi, Atiku and Tinubu’s candidacy.","Findings by The FactCheckHub show that the claim is FALSE. Munir Sanusi Bayero, Danburam Kano, and Chief of Staff to His Highness, Khalifa Muhammad Sanusi II, CON in a statement published by Daily Trust on Monday debunked the article. “Our attention has been drawn to an article circulating the online media space analysing the motives of the three presidential candidates in the 2023 elections. “We would like to emphatically state that this was not authored by His Highness, Khalifa Muhammad Sanusi II as is being widely attributed,” the statement read. He further clarified that the former Emir does not bear Sanusi Lamido Sanusi any longer; saying he is now referred to as ‘HH Muhammad Sanusi II.’ “We also take this opportunity to encourage readers to scrutinize the information they find online to identify false and misleading information purported to have come from eminent personalities and thought leaders,” he counselled. Similarly, our fact-checker observed that none of the social media users who posted the article disclosed their source(s) publicly, thus raising a red flag. Also, a keyword search on Google did not reveal anywhere or when the former Emir made the statement. Moreover, no credible media organisation in the country reported the article attributed to Sanusi. Further findings by The FactCheckHub traced the claim to a post made by Doyin Okupe, the former Special Assistant on Media and Publicity to a former Nigerian President, Olusegun Obasanjo. He attributed the article to an individual identified as Mohammed Sanusi but misconstrued it as written by the former Emir. Further checks led to a different article written in Hausa and published in Premium Times, clarifying that the Emir did not author the quote. The article, written in the Hausa language, was authored by Murtala Muhammad Gusau, the Chief Imam of Nagazi-Uvete Jumu’ah mosque in Kogi state. He is also a regular columnist on Premium Times. Part of the article translated using the Google Translate – a language translation platform – reads: “Dear brothers and sisters, as we wrote yesterday, we have spread the English language to attract the attention of the people, and today we are spreading the Hausa language. “As you know, there is an article by a man named Sanusi Mohammed or Mohammed Sanusi who writes on social media, criticising politicians, insulting and abusing other politicians, but some people, who have a purpose in life, and who do not know who the author is, spread the word, claiming that it was written by His Highness the Emir of Kano Khalifah Malam Muhammadu Sanusi II. “Therefore, we are trying to persuade the people to know that the attempt by some to link the writings of that man, Mohammed Sanusi, to the King is a great injustice. So, let’s be careful please! “We further draw the attention of the entire nation to the fact that the author of this article, Mohammed Sanusi, is not the Caliph of King Muhammad Sanusi II. It’s just a person, a social media guy doing this post. “And sadly, it is the writing of this man, Mohammed Sanusi, that you can see promoted by some great politicians to achieve their own ends! “As we have seen, Mr. Doyin Okupe is spreading this false text, even claiming that it is from the Caliph, which, by the way, is false, not true at all. So please, people, let’s be more careful.” The FactCheckHub also reached out to Murtala, the Islamic scholar. He was found to be a close associate of the Emir. He, however, confirmed that the former CBN governor did not write the article. “The article which is trending on social media was not written by him (Emir Sanusi), and that’s why we wrote and explained to people that they should stop displaying the article as an article written by him. “We even discussed seriously with the Emir Sanusi regarding one Mohammed Sanusi writing on social media and that people are mistakenly attributing it to him.”",FALSE,20-06-2022,https://factcheckhub.com/false-claim-circulates-that-former-kano-emir-sanusi-endorsed-peter-obi-in-viral-article/
That Peter Obi shared money ‘in appreciation of our loyal supporters in #EkitiDecides2022’.,"A Google Reverse Image Search of the image by The FactCheckHub revealed that the photo has been online since 2017. This Peter Obi’s picture has surfaced on several blogs and social media pages since it first appeared on the internet. Legit.ng reported that the photo shows Obi giving out money to traders when he led the Peoples Democratic Party’s (PDP) campaign for the Anambra State Governorship election at a market on October 18, 2017. This photo, alongside others taken at the scene, was also published here and here.",MISLEADING,18-06-2022,https://factcheckhub.com/photo-of-peter-obi-giving-out-money-to-traders-is-not-related-to-ekiti-guber-poll/
That there was nothing like vote-buying in the 2022 Ekiti state governorship election.,"Findings by The FactCheckHub show that the claim is FALSE. Checks revealed that several incidents of vote-buying were reported at different polling units while the voting exercise was ongoing in parts of Ekiti state on Saturday. Agents of APC, the ruling party in the state, were seen inducing voters with cash and online transfer in Oye-Ekiti, Ado-Ekiti and Emure LGA, The ICIR reported. Similarly, media observers from different local governments in the state, in a statement, collectively decried the alarming rate of vote-buying during the governorship election in the state.",FALSE,18-06-2022,https://factcheckhub.com/fayemis-aide-makes-false-claim-over-vote-buying-in-ekiti-governorship-poll/
Kemi Elebute has stepped down for the SDP candidate and directed her followers to vote Segun Oni.,"Findings by The FactCheckHub show that the claim is FALSE. Checks by The FactCheckHub show that the governorship candidate of the ADP, Kemi Elebute-Halle had debunked the claim in a tweet obtained from her Twitter handle, @EreluKemiHalle. “I’m still in the Governorship race, debunk every contrary news,” she stated. “I’m still in Governorship race, debunk every contrary news” ADP Candidate declareshttps://t.co/2t25FgRRrc — EreluKemiHalle (@EreluKemiHalle) June 18, 2022 The Cable newspaper also reported that Elebute-Halle cast her vote earlier today at the polling unit eight, ward 10 of Ikole LGA in Ekiti state, and did not make any statement about stepping down.",FALSE,18-06-2022,https://factcheckhub.com/ekiti-decides-2022-how-true-is-the-claim-that-adp-candidate-stepped-down-for-segun-oni/
"“Segun Oni withdraws from Ekiti governorship race, declares support for PDP candidate, Bisi Kolawole”.","Findings by The FactCheckHub show that the claim is FALSE. In a disclaimer issued by the Spokesperson of the SDP in Ekiti state, Gani Salau, it reaffirmed Oni’s active participation in the governorship race, stressing that the former governor has not withdrawn nor declared support for any other candidate. “The letter is a figment of the imagination of the opposition,” he told The Cable Newspaper. “Segun Oni is not withdrawing. How can he withdraw on the day of the election? It is the work of the opposition. We are on the verge of victory, and we are going to triumph. It is unfortunate that such a letter is being circulated,” he noted. Other media organizations such as Daily Trust and The Sun have also reported the dismissal of the claim from the Ekiti Chapter of the Social Democratic Party. Similarly, the House of Assembly candidate, Babajide Akomolafe, who is contesting under the platform of the SDP, also dismissed the claim via a telephone conversation with The FactCheckHub. “It’s a lie. He has not withdrawn,” he said. “I have also spoken with Dare Bejide, his campaign Director-General. It’s not true,” he reaffirmed.",FALSE,18-06-2022,https://factcheckhub.com/false-claim-circulates-that-segun-oni-withdrew-from-ekiti-governorship-poll/
"“When I assumed office in Kogi state, six years down the line, no strike of any sort are existing in Kogi state,” Bello claimed.","Findings by The FactCheckHub show that the claim is FALSE. In July 2016, a few months after Bello became the state governor, academic and non-academic activities at the Kogi State Polytechnic, Lokoja were paralysed as the two unions in the institution joined the ongoing strike called by the organised labour in the state, the Nigerian Tribune reported. The unions involved were the Academic Staff Union of Polytechnics (ASUP) and the Non-Academic Staff Union (NASU), Kogi Poly chapter. Checks by The FactCheckHub also show that in 2017, academic and non-academic staff unions of Kogi state-owned tertiary institutions went on a 5-month strike. The tertiary institutions namely; Kogi State University Ayingba, Kogi State Polytechnic Lokoja, College of Education Ankpa, College of Education (Technical) Kabba, and College of Nursing Obangede, were all affected by the strike action. The strike which commenced on the 31st of January 2017, ended on the 21st of June 2017 after the Chairman, Joint Action Committee of the tertiary institutions, Moses Balogun, announced the suspension of the strike action, following an agreement reached with the Bello-led state government, The Guardian newspaper reported. Further findings revealed that the Kogi State Polytechnic Lokoja chapter of the ASUP also embarked on an indefinite strike over the non-payment of salaries on September 11, 2017, Daily Trust reported.",FALSE,14-06-2022,https://factcheckhub.com/yahaya-bello-makes-false-claim-about-strike-in-kogi-state-owned-tertiary-institutions/
Image shows Buhari asking Nigerians to vote for Peter Obi in the 2023 election.,"Findings by The FactCheckHub show that the image is FALSE, as the original image has been altered. The original image shows Buhari in September 2018 holding out his nomination form for the 2019 presidential election. When the image was subjected to a Google Reverse Image Search, the results revealed that the original image shows when Buhari received the Expression of Interest and Nomination Forms from a socio-political group, known as the Nigerian Consolidation Ambassadors Network (NCAN) on September 11, 2018, ahead of Nigeria’s 2019 general elections, the Premium Times had reported. Further checks show that the same image was posted on Nairaland on February 18, 2019, with an inscription that reads: “Nigeria needs help. Vote Atiku.” A screenshot of the same image altered to canvass support for Atiku in February 2019. Also, a check on Fotoforensics – an online tool for digital image analysis – revealed that the image was altered. Image analysis shows that the photo has been altered. Buhari, who is a member of the ruling All Progressives Congress (APC) had, in a statement on June 6, 2022 clarified that he had no preferred candidate, The ICIR reported. He made this known ahead of the party’s presidential primary held in Abuja between June 6 to June 8, 2022, where Bola Ahmed Tinubu, a former Governor of Lagos State, emerged as its presidential candidate.",FALSE,12-06-2022,https://factcheckhub.com/fake-image-of-buhari-canvassing-support-for-peter-obi-circulates-online/
"Video shows Lawan, Northern APC governors meeting with Atiku hours after the 2022 APC presidential primary.","The FactCheckHub traced the source of the video to a TikTok account with the username @boboske1 using bellingcat – a verification tool. The results show that the video was uploaded on the 23rd of January, 2022. This was about four months prior to the APC presidential primary. The Sun newspaper reported that Atiku, Lawan, and Buni met on the 22nd of January 2022 during a condolence visit to the family of Dahiru Mangal who lost his 85-year-old mother two days earlier. Dahiru Mangal is a Katsina-based business mogul and the chairman and Chief Executive Officer of Afdin Group of companies Nigeria Limited and Max Air Limited. Further checks unveiled a tweet made by Atiku on January 22, 2022, via his verified Twitter handle on the condolence visit. The tweet read: “Earlier today, I paid a condolence visit to Alhaji Dahiru Mangal in Katsina over the loss of his beloved mother and matriarch of their family, Hajiya Murja Bara’u. I pray that Almighty Allah will comfort the family and grant her Aljannah Firdaus in Paradise.” A closer look at the images attached to the tweet shows that the outfits that Atiku and other dignitaries wore during the condolence visit are the same as what they put on in the viral video. A keyword search on some social media platforms also revealed footage of the same video posted on Facebook on the 18th of April, 2022 by a Facebook page, Igbo for Peter Obi. This shows that the video has been online before the APC presidential primary.",FALSE,12-06-2022,https://factcheckhub.com/claim-that-atiku-met-with-ahmed-lawan-northern-apc-governors-after-primary-election-is-false/
Photo shows money shared to delegates at the PDP primary election in Abuja on Saturday.,"Findings by The FactCheckHub show that the claim is FALSE. When the image was subjected to a Google Reverse Image Search, the results show that the photo has been on the internet since 2015. The photo was first uploaded online on the 20th of March, 2015 by one City Rovers blog, as archived here. Also in December 2015, it was posted online by the Nigerian Television Authority (NTA) and another blog, Kanyi Daily later. Further findings by The FactCheckHub revealed that the same image resurfaced online three years later, precisely in 2018 when the PDP held its presidential primaries for the 2019 election. During that period, it circulated online with posts alleging that it was money shared to delegates at the 2018 PDP primary election. It was reported here, here, and here, as archived. The FactCheckHub observed that since 2015, this same image has resurfaced on the internet during election periods.",FALSE,31-05-2022,https://factcheckhub.com/old-photo-of-wads-of-dollar-notes-resurfaces-online-sparks-misinformation-about-pdp-presidential-primary/
"Dr. Ndubuisi, the winner of Enugu state governorship primaries murdered this morning.","Findings by The FactCheckHub show that the claim is FALSE. When the video frames were subjected to verification on Google Reverse Image Search, an image verification tool, the results show that it was an old video which has been on the internet since July 2021. Investigation revealed that the video was first published online in a news report on the murder of Professor Samuel Ndubuisi, the then Director-General of the Science Equipment Development Institute (SEDI), Enugu state along the Enugu – Port Harcourt Expressway on the 7th of July, 2021. It was also reported by several media houses including TVCNews, The NEWS, The Sun newspaper and Daily Trust, among others same day. The FactCheckHub also reached out to the Police Public Relations Officer of Enugu State Police Command, Daniel Ndukwe Ekea, who affirmed that no such event happened in the state last weekend. “It has been debunked. It is an old story. The candidate was not assassinated, and no such thing happened in the state,” he said. The media aide of the PDP governorship candidate, Dan Nwomeh, in a statement also debunked the assassination of his principal. “We have been inundated with calls over fake news in circulation on some social media platforms on the purported assassination of the Enugu state PDP governorship flagbearer, Peter Ndubuisi Mbah. “Our investigations indicate that the story was doctored from the video of the unfortunate gruesome assassination of one Dr. Ndubuisi (real name: Professor Samuel Ndubuisi), the director-general of the Science and Equipment Development Institute (SEDI), along the Enugu – Port Harcourt expressway. “It is the mere coincidence of “Ndubuisi” in the two names that have been twisted by some devious and malevolent characters to spread unfounded panic and alarm amongst our genuinely concerned teeming supporters and well-wishers in Enugu State and beyond. “We condemn this wicked, ill-conceived misinformation and urge the masterminds to play politics of moderation and sportsmanship, have the fear of God and develop respect for the sanctity of human life,” the statement read.",FALSE,30-05-2022,https://factcheckhub.com/false-video-circulates-that-enugu-pdp-governorship-candidate-was-killed/
