Claim,Label,Evidence,Date,URL
China has more guns than Nigeria.,Correct,"Sowore said Nigeria’s insecurity problem could not be solved without investments in social security or policies that aim to cushion individuals and households against possible hardships.  China had more guns than Nigeria but it resolved its security challenges by investing a lot in social security, he said. A 2018 survey estimated that there were 6.2 million firearms in the hands of civilians in Nigeria, or 3.21 firearms per 100 people. The research found civilians in China held 49.7 million firearms, or 3.58 firearms per 100 people. The data shows that China has more guns, both in absolute numbers and per population, in the hands of civilians than Nigeria.",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
"Buhari said he wanted to reduce the jet fleet, but he kept increasing it.",Incorrect,"The media have reported that president Buhari, first elected in 2015, tried to meet his campaign promise “to look at the presidential air fleet with a view to cutting down on waste”. Two planes from the fleet were put up for sale in 2016. In September 2020 the presidency reportedly tried to sell another aircraft. But there is no evidence any of the sales have gone through.  The cost of maintaining the fleet has reportedly risen by over 120% in the past eight years. This does not mean new planes were added. We found no evidence that the Buhari administration has added any new planes to the presidential fleet. – Allwell Okpi Candidate: Rabiu Kwankwaso, New Nigeria Peoples Party (NNPP)",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
I never borrowed money when I was governor of Kano state.,Incorrect,"Rabiu Kwankwaso was governor of the northwestern Nigerian state of Kano from 1999 to 2003. He returned in 2011 for another term, which ended in 2015.  He has repeatedly claimed he did not borrow money to run his administration during both terms as governor. But available evidence does not support the claim.   The national media reported that Kwankwaso borrowed N4.1 billion from pension funds to build the Bandirawo, Amana and Kwankwasiya housing estates, a “mega city” project that he hoped to leave as a legacy. Data from the country’s Debt Management Office (DMO) show that Kano state’s domestic debt, owed to Nigerian banks, increased by nearly N60 billion from 2011 to 2015.  Kwankwaso’s second term began on 29 May 2011. The DMO later published a report that showed Kano’s domestic debt was N5.87 billion at the end of December 2011.  By the end of December 2015, it had jumped to N65 billion. Kwankwaso left office on 29 May 2015. But since the DMO only publishes state-level data at the end of the year, we were not able to establish the exact debt at his departure. Data from the agency does show that the state’s external debt, owed to other countries or multilateral organisations such as the World Bank, dropped slightly during the period. External debt was $63.9 million on 30 June 2011. It dropped to $59.8 million on 30 June 2015. – Allwell Okpi",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
I didn't leave debt in my two terms in office as the governor of Kano state.,Incorrect,"Kwankwaso was Kano governor from 1999 to 2003 and again from 2011 to 2015.  Data from the debt office shows the state owed $59.8 million to external creditors as of 30 June 2015 – a month after he left the office.  The office didn’t publish data for domestic debt in June 2015. But at the end of that year, Kano’s domestic debt was N65 billion.  Kwankwaso’s successor, Umar Ganduje, told journalists two days after he became governor that there was nothing wrong with Kwankwaso’s administration leaving the state with over N300 billion in debt.  We could not find independent data on Kano’s debt profile when Kwankwaso left office in 2003. Publicly available official data only goes back to 2006. – Allwell Okpi",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
I spent more than the 25% Unesco recommendation funding for education while serving as Kano governor.,Exaggerated,"Kwankwaso said that if he were elected, he would ensure the national budget for education would be more than what the country currently spends, as he had done when he was governor of Kano state. He referred to a widely quoted “25% recommendation” for education funding he said was by the United Nations Educational, Scientific and Cultural Education (Unesco).  There is no evidence the UN agency has such a recommendation. In 2017, Nigeria’s education minister Adamu Adamu debunked a similar claim of a “26% Unesco recommendation”. He said Unesco officials had confirmed the agency has not recommended such a benchmark. The only recommendation we found is that of a 2015 global education monitoring report commissioned by Unesco.  The report proposed that governments should spend 4% to 6% of their gross national product, or 15% to 20% of their national budget, on education. But Unesco said it did not represent its opinion.  Kwankwaso set aside less than 25% of Kano’s budget for education  Budget data on the Kano state website dates back only to 2016. But we found other documents online that show how much was budgeted for education in Kano under Kwankwaso’s administration.  In his 2012 budget speech to the state assembly, Kwankwaso proposed a total budget of N210.38 billion.  “Mr Speaker, we are determined to address the apparent collapse of the education sector. We thus plan to spend a total of N35 billion on education,” he was quoted as saying. The N35 billion was 16.6% of the total budget. N221.62 billion was eventually approved, with education getting a total of N35.5 billion, or 15.9%. The 2015 budget, the last of Kwankwaso’s Kano governorship, allocated N29.55 billion to the education ministry and N18.83 billion to the higher education ministry.  That meant the total education budget was N48.38 billion.  The N48.38 billion amounted to 23% of Kano’s total budget of N210 billion in 2015. – Allwell Okpi  Candidate: Peter Obi, Labour Party",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
"he 2021 budget was N21 trillion, with an N11 trillion deficit",Incorrect,"Responding to a question on how he would reduce the budget deficit if elected, Peter Obi gave the country’s 2021 budget as N21 trillion, with a N11 trillion shortfall. Obi is running on the Labour Party ticket.  A deficit is the difference between what a government earns and what it spends. Budget office documents show N13.6 trillion was budgeted for the 2021 budget, and not N21 trillion. The budget deficit for that year was also lower, at N5.6 trillion. Obi’s claim about a N11 trillion deficit would have been correct if he was referring to the 2023 budget. – Motunrayo Joel",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
srael’s exports in 2021 were valued at $59.8 billion,Incorrect,"Expressing his position on the country’s several different exchange rates, Obi said the naira's weakness against other currencies should be tackled.  He linked this fragility to the country’s low reserves. He then compared Nigeria’s earnings from its exports to those of the Middle Eastern country of Israel.  He claimed that Israel’s exports in 2021 were worth $59.8 billion. According to the World Bank, Israel’s export earnings in 2021 were far more, at $143 billion. Nigeria’s earnings from export in 2019, the year for which the bank last has data, was $63.73 billion. Israel's exports include precious metals and stones, electrical and mechanical machinery, as well as appliances and chemicals.  Obi also gave the value of the Southeast Asian country of Vietnam’s exports as being over $350 billion, even though the country has only a fraction of Nigeria’s population. Official data shows the country exported $336.31 billion in 2021.  Obi’s overall argument about Nigeria’s need to strengthen exports was made, but he used incorrect figures. Nigeria exports mainly raw materials Nigeria’s industries were weak and on their deathbeds, Abayomi Adebayo, a professor of labour and development economics at the Obafemi Awolowo University in the southwestern Nigerian state of Osun, told Africa Check. Adebayo said Nigeria mainly exported raw materials, and earnings from these tended to be lower. “We should work on how to process what we export to earn more. Refine crude oil for internal use and export to other countries. We must also begin to produce things internally. We are weak in the production of anything. This must change.” – Motunrayo Joel",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
"Today, we have an installed capacity of 12,500 MW.",Unproven,"The Nigerian Electricity Regulatory Commission by law regulates the country’s electricity supply. According to the commission, Nigeria had a total installed capacity of 10,396 megawatts (MW) in 2017, with available capacity being 6,056 MW. Installed capacity is the maximum theoretical electricity output when power generation operates at 100%. Effective capacity, on the other hand, is the expected output when operating constraints are factored in. In 2018 installed capacity was 12,522MW. In 2022, vice president Yemi Osinbajo said the country’s installed capacity was more than 18,000 MW. We have asked the commission for official data. Without their response, we can for the time being only rate the claim as unproven. – Motunrayo Joel",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
Oil is 50% of government revenue.,Incorrect,"Obi did not give a timeframe for when oil was 50% of the Nigerian government’s revenue. The most recent data on this is from the central bank data, for the second quarter of 2022 – the months of April, May and June. This shows that non-oil income accounted for 59.5% of revenue, while revenue from oil was 40.5%, a pattern carried over from the previous quarter. – Motunrayo Joel",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
il is 80% of foreign exchange revenue.,Correct,"Obi added that oil accounts for 80% of the country’s foreign exchange revenue. Foreign exchange reserves are assets held by a monetary authority in foreign currency. They include banknotes, deposits, bonds, treasury bills and other foreign government securities.  According to National Bureau of Statistics data, crude oil accounted for 78.51% of the country’s total exports in the third quarter – July, August and September – of 2022.  ‘We need to boost our reserves’ The pressure on reserves is enormous, with more going out than coming in. That’s what Dr Muda Yusuf, the former director general of the Lagos Chamber of Commerce and Industry, told Africa Check.  He gave “demand side” examples of how Nigeria could boost its reserves. They include reducing the import of petroleum products, reviewing the country’s industrialisation strategy to make it less dependent on raw material imports, and securing and developing agriculture to cut food imports. On the “supply side”, Yusuf highlighted the challenge of oil theft, which meant the country was not meeting its targets.  The country’s foreign exchange policy should also “be market driven to improve foreign exchange liquidity in the economy”, he said. He added that Nigeria should grow its non-oil exports to add to increased forex inflows. – Motunrayo Joel",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
ritain does not have a written constitution,Correct,"Obi claimed that Britain has an unwritten constitution. Is this true? Robert Blackburn, a professor of constitutional law at King’s College London, explains this in a 2015 article for the country’s national library. It’s titled: “Britain's unwritten constitution”. “From a comparative perspective, we have what is known as an ‘unwritten constitution’, although some prefer to describe it as ‘uncodified’ on the basis that many of our laws of a constitutional nature are in fact written down in Acts of Parliament or law reports of court judgments,” the article reads.   A codified constitution is written down clearly in a specific document, called “the constitution” of a country.  “This aspect of the British constitution, its unwritten nature, is its most distinguishing characteristic,” Blackburn writes. – Motunrayo Joel",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
"In 2014, when I left office, in terms of poverty Anambra [was] number three with 11.2% after Lagos.",Correct,"Obi was governor of the southeastern state of Anambra over three stints spanning 2006 to 2014. He claimed that when he left office, the share of poor people in Anambra was a low 11.2%.  We traced this data to a 2017 paper on poverty by the University of Oxford in the UK. This used several indicators to work out what is known as the multidimensional poverty index. The index reflects the share of possible deprivations that poor people experience. It gives the results as a range, with zero being no poverty and one the highest deprivation. In addition to a national figure, the research found that the share of poor people in Lagos state, the economic hub, was 8.5%, followed by Osun (10.9%) and then Anambra (11.2%). What does more recent data suggest? The 2022 Nigeria Multidimensional Poverty Index survey from Nigeria’s national statistics office has a more recent estimate. According to the survey, 133 million Nigerians are multidimensionally poor, with the states of Sokoto, Bayelsa, Gombe, Jigawa and Plateau the poorest. Sokoto leads with 90.5% followed by Bayelsa (88.5%), Gombe (86.2%), Jigawa (84.3%), and Plateau (84%). The least poor states are Ondo (27.2%), Lagos (29.4%), Abia (29.8%), Edo (31%), and Anambra (32.1%). – Motunrayo Joel Candidate: Kola Abiola, Peoples Redemption Party (PRP)",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
We have an informal sector that is 60% of our economy.,Mostly correct,"The most recent economic data from the Nigeria statistics bureau that differentiates between the formal and informal sectors is from 2015. It gives the share of the informal sector as 41.43%.  In 2017, the International Monetary Fund estimated that the informal sector contributed as much as 65% to Nigeria’s gross domestic product (GDP) - a commonly used measure of an economy’s size.  A 2021 World Bank database used two methods to estimate Nigeria’s informal economy as between 48.2% and 56.2% of the official 2018 GDP. Developing economies ‘have bigger informal economies’  It was normal for developing economies like Nigeria to have a large informal sector, Oluranti Olurinola, a professor of economics at Covenant University, Ota in southwest Nigeria, told Africa Check.  “The size of the informal sector is usually inversely proportional to development. So, you see that it is developing and emerging nations that have the largest informal sectors,” Olurinola said.  More developed countries, like the OECD countries, have small informal economies because a lot of things are well-structured.”  The Organisation for Economic Cooperation and Development or OECD is an economic grouping of 38 mainly European countries. – Allwell Okpi",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
84% of our employment is in [the informal] economy.,Mostly correct,"Employment in the informal sector may be even more than 84%, Olunrinola said.  “Different studies in different parts of the country show that over 80% of employment is in the informal sector. I recently reviewed one of such studies done by the Nigeria Institute of Social and Economic Research. I am aware it will be published soon,” he said. In 2021, the World Bank published a paper titled “The Long Shadow of Informality: Challenges and Policies”. It found that 80.4 % of employment in Nigeria is in the informal sector. Neither the National Bureau of Statistics nor the federal ministry of labour and employment has data on employment in the informal sector. Based on what data is available we rate this claim as mostly correct. – Allwell Okpi",13/12/2022,https://africacheck.org//fact-checks/reports/oil-money-guns-fact-checking-nigerian-presidential-hopefuls-claims-town-hall-tv
The 2023 budget is illegal because it violated the Fiscal Responsibility Act on the deficit-to-GDP ratio.,Incorrect,"Section 12 of Nigeria’s constitution deals with treaties and not finances. But Sowore was accurate regarding the specific law – section 12 of the Fiscal Responsibility Act of 2007. The law says the approved budget “shall not be more than the estimated aggregate revenue plus a deficit, not exceeding three per cent of the estimated Gross Domestic Product or any sustainable percentage as may be determined by the National Assembly for each financial year”.",07/11/2022,https://africacheck.org//fact-checks/reports/nigeria-presidential-candidate-misses-mark-claim-about-countrys-illegal-2023
The deficit-to-GDP ratio is now at 5%.,Mostly correct,"Nigerians have been debating the budget because it proposes to spend less on capital projects like roads, schools, hospitals and other public infrastructure. The federal government projects that it will raise N16.87 trillion as revenue in 2023. But only N9.73 trillion will be available to fund the federal budget, with the rest going to states and local governments. The federal government plans to borrow N10.78 trillion, or about half the total budget. This means that of the planned expenditure of N20.51 trillion, it has a deficit of N10.78 trillion.  Buhari gave the resulting deficit-to-GDP ratio as 4.78%. (Note: The budget did not give a GDP figure, but projected growth of 3.75% in 2023.) “We plan to finance the deficit mainly by new borrowings totalling N8.8 trillion,” he said. Other sources of funds would be from privatisation and loans secured externally for development projects.",07/11/2022,https://africacheck.org//fact-checks/reports/nigeria-presidential-candidate-misses-mark-claim-about-countrys-illegal-2023
Lagos is now the third largest economy in Africa.,Incorrect,"Gross domestic product (GDP) is a commonly used measure of the size of an economy. It is the market value of all goods and services produced in a given period, usually a year. Economists have told Africa Check that it is acceptable to compare the GDP of different geographical regions. The most recent data from the World Bank shows Nigeria’s GDP was US$440.8 billion in 2021. This is the largest in Africa, a position Nigeria has held since 2013 when it “rebased” its GDP to more accurately capture economic activities.  Lagos, with an estimated population of more than 15 million, is Nigeria’s financial hub. But how big is its economy? The National Bureau of Statistics (NBS) publishes quarterly GDP numbers. But they do not include figures for subnational regions like states.  For this data, Leo Sanni, a statistical information officer at NBS, referred us to the Lagos Bureau of Statistics. In a report on its website, the Lagos bureau gave the state’s GDP as N26.6 trillion in 2021, having increased from N23.9 trillion in 2020. Nigeria’s official exchange rate often varies. In 2021 it was between N379 and N413.9 to the US dollar. This works out to a GDP of between $64.2 billion and $70.2 billion.   At least eight African countries recorded a GDP higher than this in 2021. We therefore rate this claim as incorrect.",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
In 1999 Lagos was generating N700 million in internally generated revenue per month.,Understated,"Shettima claimed that in 1999, when Tinubu took office, Lagos earned N700 million monthly as its own revenue, but this had now reached N50 billion. Internally generated revenue is defined as what states earn, independent of the funds they receive from Nigeria’s federal government. NBS data on this indicator goes back to 2010, when Lagos generated N185.9 billion, or an average of N15.5 billion monthly. Using referencing clues from a 2014 journal paper that analysed internally generated revenue, we looked up statistical bulletin data from the Central Bank of Nigeria. Links for the 1999 and 2000 bulletins were broken. In 2001 Lagos earned N12.5 billion. This was the same figure as in a journal paper authored by two researchers working with the national assembly’s research arm at the time.  Their paper also gave internal revenue for Lagos as N11.6 billion in 2000 and N14.6 billion (or an average of N1.2 billion monthly) in 1999. This is at least N460 million a month more than claimed. By starting from a lower base, APC exaggerated the growth in internal revenue.",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
Lagos is now generating N50 billion monthly in internally generated revenue.,Exaggerated,"The most recent data on the internal revenue of states published by the statistics bureau covered the first half of 2021.  It showed Lagos generated the highest amount, N267.2 billion, or an average of N44.54 billion monthly.  In December 2021, Lagos governor, Babajide Sanwo-Olu, was quoted by the media saying the state has “grown its internally generated revenue from N600 million monthly in 1999 to over N45 billion monthly as of today, an astounding increase of 7,400%.” There is no evidence the state now generates an average revenue of N50 billion monthly.",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
The growth of Lagos’ internally generated revenue from N600 million to N51 billion monthly is the record of Bola Tinubu.,Misleading,"In his interview, Keyamo referred to Tinubu as “a wealth creator”.  Lagos governor Sanwo-Olu has credited Tinubu for starting revenue reforms in the state.  But the size of the revenue and the increase in funds is not due to any single administration, Sheriffdeen Tella, a professor of economics at the Olabisi Onabanjo University in southwestern Nigeria, told Africa Check.  “Lagos has had good administrators as governors over the years but the increase in the state’s revenue cannot solely be the result of the effort of any government or administration,” he said.  Tella said the natural location of Lagos near the sea and increased commerce due to the large population were some factors responsible for the increase in revenue.  Successive governors had used the increased funds to expand the city, he added. We rate the claim misleading because it creates the impression the state’s revenue increased only due to a single person’s efforts.",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
We have recorded a 5% increase in the inflationary rate between 2020 and now [2022].,Incorrect,"To support his point that Buhari’s administration had run the economy well, Keyamo said Nigeria’s economic woes should be viewed within the global context.  He then claimed that the country’s inflation rate had increased by only 5% between 2020 and 2022. But he seems to have mixed up a percentage point increase with a percentage increase. Keyamo said inflation moved from about 13% in 2020 to about 18% in 2022. The difference between these is five percentage points, not 5%. (For more on this, read our guide to avoiding common statistical errors.) Further, the data shows he compared two different indices.  In 2020, the monthly year-on-year inflation rate varied from 12.13% in January to 12.56% in June and 15.75% in December. However, the 12-month average change in December 2020 was 13.25%, which he apparently referred to. For 2022, he referred to an 18.65% year-on-year change in June, while the 12-month average change for that same month was 16.54%.",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
"This is better than what you have in countries like the US, Canada, and Spain which are doing between a 7 to 10% increase in the inflationary rate.",Misleading,"Minister Keyamo said Nigeria fared better than countries like the US, Canada and Spain when it came to managing the impact of the Covid-19 pandemic and the war in Ukraine. “Those countries are doing a seven to 10% increase in inflationary rate,” he said. In the US, the Bureau of Labor Statistics estimated 2020 annual inflation at 1.2%. In June 2022 it was at 9.1%, a sharp increase that has been widely reported on. The difference between 9.1% and 1.2% is 7.9 percentage points, and not 7.9%.  That’s not the only problem with this comparison. Tella, the economics professor, said some factors causing inflation were local and others global.  “It is not correct to compare inflation in Nigeria with that of the US and Canada,” he told Africa Check. This was because those countries had not had the same level of currency devaluation as Nigeria. They also had the capacity to produce more of what they needed. “But in Nigeria, we are mainly importing. We also import inflation.”  Tella also cited factors such as increasing interest rates and insecurity as local factors causing inflation. Flawed comparison Felix Onah is a professor of economics at Godfrey Okoye University in Enugu, southeastern Nigeria. He told Africa Check it was flawed to compare the average annual inflation rate to the monthly year-on-year inflation rate as they are computed using different methods. “The basis for comparison is not there. The composition of the items that are taken into account in finding the level of inflation may not exactly be the same in Nigeria and the US for example,” Onah said in response to our questions. “The minister is part of the government. He is defending his constituency because no government will want to appear bad.""",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
"The World Bank warned that several countries have debt crises. There were 25 African countries on the list, Nigeria was not there.",Misleading,"A debt crisis is when a country cannot repay its debt. It occurs when revenue earned by the country is lower than its expenditure for a prolonged period. Thirty-nine African countries were included on a World Bank list of countries that were at risk or already in debt distress as of March 2022. 13 countries were classified as being at moderate risk of debt distress 18 were high risk Seven were already in distress Therefore, 25 African countries were at high risk or were already in debt distress. Nigeria was not on the list as Keyamo claimed – but this was only because the bank considered low-income countries.  Nigeria is on the next rung, classified as a lower-middle-income country based on its gross national income (GNI) per capita. These countries have a GNI per capita of between $1,086 and $4,255. ‘GDP does not pay debts’ Akpan Ekpo is a macroeconomics professor and a former director of the West African Institute for Financial and Economic Management. He warned that Nigeria’s rising debt levels could be harmful. “To assure Nigerians, the government says the debt to GDP ratio is within sustainable limits but GDP is just about the value of goods and services produced. GDP does not pay debts,” Ekpo told Africa Check. “What pays debt is revenue. Take a look at Nigeria’s debt to revenue ratio and you will see that it is not sustainable. “It is not bad to take loans. However, loans must be taken to fund projects that can ultimately repay the loans. Nigeria should not be taking loans to fund recurrent expenditure like salary and pension payments.""",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
Lebanon had to borrow $150 million for food security. We have not borrowed for food security”,Incorrect,"In May, the World Bank approved a $150 million loan to the Lebanese government to import wheat and keep bread prices stable. While Nigeria has not borrowed to fund food imports like Lebanon, the government has received loans and grants to fund agricultural activities and enhance food security. An example is $500 million in World Bank funding to improve livestock production. In July 2022, the African Development Bank approved a $134 million loan for the Nigerian government to boost food production. In August, Nigeria’s agriculture minister Mohammed Abubakar listed six projects funded by international organisations to improve agriculture. ‘Nigeria cannot be said to have achieved food security’  “The definition of food security implies that a country has sufficient food supply for its citizens and the food must be generally agreed to be quality,” Jonathan Alimba, a professor of agricultural economics at the Ebonyi State University in Abakaliki, southeastern Nigeria, told Africa Check.  “The food must also be affordable. So food security is hinged on three things: quality, availability and affordability.”  “Nigeria cannot be said to have achieved food security. There are some instances where some food items are available in the market but citizens cannot afford them.” There were also Nigerians who could afford food but not of the right quality based on the internationally recognised nutritional requirements for a child or an adult, Alimba said. Insecurity was also partly to blame. “Farmers in some rural areas do not feel safe enough to go to the farms. If it isn’t attacks by bandits and insurgents, it is by herdsmen. The failure to secure lives and property has affected the country's food production.  “To transport food produced from the north to the south is a problem. Food may be available in the north but it is a challenge to bring it down south where it is needed.""",14/09/2022,https://africacheck.org//fact-checks/reports/nigeriadecides2023-ruling-apc-party-chiefs-fall-flat-tv-claims-about-economy
The level of antenatal clinic attendance in Nigeria is less than 60%.,Incorrect,"We have asked Aliyu for the evidence for the claims and will update this report with his response. The World Health Organization uses the availability of antenatal care as an indicator of access to healthcare during pregnancy. It says the antenatal period – conception to birth – is vital to the health of pregnant women and their infants. The most recent data on antenatal care in Nigeria is from the 2021 multiple indicator cluster survey (Mics) and national immunisation coverage survey (Nics).  It found that 70% of women aged 15 to 49 who had given birth in the five years before the survey received antenatal care from a skilled provider at least once in their most recent pregnancy. The survey, by the National Bureau of Statistics (NBS) and United Nations Children’s Fund (Unicef), was carried out across Nigeria from September to December 2021. A total of 38,806 women were interviewed.",07/09/2022,https://africacheck.org//fact-checks/reports/fact-checking-four-claims-about-antenatal-care-and-pregnancy-related-deaths
"Nigeria’s latest maternal mortality ratio is 512 per 100,000 live births.",Unproven,"The article attributes this stat to the 2018 demographic and health survey.  This interviewed 106,590 women, aged 15 to 49 and who had sisters, across the country. They were asked if any of their sisters aged 12 and above had died, and if the death had been pregnancy-related.  The study estimated maternal mortality at 512 deaths for every 100,000 live births in the seven years before the survey.  This means that for every 1,000 live births in Nigeria in that period, about five women died either during pregnancy, childbirth or within two months after giving birth. But this indicator is not captured in the 2021 Mics survey, the most recent.   A former director at the statistics bureau previously told Africa Check that they stopped recording maternal mortality due to persistent issues with sampling.",07/09/2022,https://africacheck.org//fact-checks/reports/fact-checking-four-claims-about-antenatal-care-and-pregnancy-related-deaths
"According to the WHO, the lifetime risk of a Nigerian woman dying during pregnancy, childbirth, postpartum or post-abortion is 1 in 22 …",Mostly correct,"We found the source as a 2019 World Health Organization article titled “Maternal health in Nigeria: generating information for action”. “A Nigerian woman has a 1 in 22 lifetime risk of dying during pregnancy, childbirth or postpartum/post-abortion,” it says.   But this data was dated, Ann-Beth Moller, a technical officer with the WHO’s sexual and reproductive health and research department, told Africa Check. “Please note the website reported old data,” she said. The article estimates Nigeria’s maternal mortality rate as more than 800 maternal deaths for every 100,000 live births. The most recent data was the trends in maternal mortality 2000 to 2017 report, Moller said. The report’s estimates are by the WHO, Unicef, the World Bank and other agencies. They put the lifetime risk of maternal death in Nigeria at one in 21, close to the older WHO estimate and the claim in Punch.  For a more recent estimate, we checked the 2018 Nigeria demographic and health survey (NDHS). This indicates that one in 34 women in Nigeria is likely to die from causes related to pregnancy and childbirth.  Why is this estimate lower than the WHO’s? A statistician at Nigeria’s data agency told Africa Check the NDHS estimate was based on the seven-year period preceding the survey and included more indicators.  The trends report’s estimates, on the other hand, were for 2017 only. There could be many reasons why Nigeria still has a high number of maternal deaths. Moller said women still had relatively low access to antenatal care, delivery by a skilled birth attendant, birth at a health facility, and care after birth.",07/09/2022,https://africacheck.org//fact-checks/reports/fact-checking-four-claims-about-antenatal-care-and-pregnancy-related-deaths
"… in contrast to the lifetime risk in developed countries estimated at 1 in 4,900.",Incorrect,"To check this claim, the WHO’s Moller again referred us to the maternal mortality: levels and trends 2000 to 2017 estimates. “We do not have an estimate for developed countries but for high income ones it is one in 5,400,” she said. The World Bank classifies economies with a gross national income of US$13,205 or more per person as “high income”.  Nigeria is classified as a lower middle income economy, with a GNI per person of $1,086 to $4,255.",07/09/2022,https://africacheck.org//fact-checks/reports/fact-checking-four-claims-about-antenatal-care-and-pregnancy-related-deaths
"Over 9,000 medical doctors of Nigerian origin left the shores of the country in search of greener pastures in the United Kingdom, the US and Canada in two years.",Unproven,"The NMA’s publicity secretary, Dr Aniekeme Uwah, confirmed Ujah was accurately quoted. But he didn’t share any evidence for the claims.  The Medical and Dental Council of Nigeria, which regulates the professions of medicine, dentistry, and alternative medicine, acknowledged our request for data but had yet to respond at time of writing.  We then contacted the medical registries in the UK, United States and Canada to help us evaluate this claim. From 2016 to 2018, 1,600 doctors with a primary medical qualification from Nigeria joined the UK register for the first time with a licence to practise, the General Medical Council told us. “Please note that where a doctor gained their primary medical qualification is not a definitive indication of their nationality,” a spokesperson said. The Federation of State Medical Boards supports state medical boards in the US in licensing, disciplining and regulating doctors and other healthcare professionals. Between 2016 and 2018 1,112 Nigeria-educated doctors were issued a total of 1,659 licences, Xiaomei Pei, a research and data integration manager at the federation, told Africa Check. Of these, 80% (887) were actively practising in the US as of 2018. Pei said that as of 2018, 3,708 Nigeria-educated doctors, with a total of 5,926 full active licences, were practising in the US. The Canada Medical Association was yet to respond on how many Nigerian-trained doctors migrated to the country in this period. But in a February 2022 report in Nigerian national newspaper Punch, the association said no fewer than 632 Nigeria-trained doctors were practising in Canada as of 2020. The numbers we have seen are less than half of the NMA president’s claim. But in the absence of definitive data from Canada, and details about nationality, we rate this claim as unproven.",19/07/2022,https://africacheck.org//fact-checks/reports/search-greener-pastures-checking-five-claims-about-nigerias-doctors-and-brain
"According to the World Health Organization, sub-Saharan Africa has about 3% of the world’s health workers.",Mostly correct,"The statement was from a 2010 document, the World Health Organization (WHO) told Africa Check. “We would suggest considering these [numbers] out of date,” a spokesperson said. The international health agency said the latest global and regional estimates were in the World Health Statistics 2021 report. According to the report, in 2018 the density of medical doctors per 10,000 people in the African region was 2.8. That of nurses and midwives was 10.3. The report did not have data on pharmacists and dentists. The WHO counts 47 countries in its Africa region.  Globally, the density of medical doctors, nursing and midwifery personnel was 56.5 per 10,000 population.  What figures from independent research show For a definitive figure of the region’s health workers, we turned to the Institute for Health Metrics and Evaluation (IHME). The IHME is an independent global health research centre at the University of Washington in the US. It works with partners around the world to develop scientifically valid evidence on the global state of health.  Ally Walker, an IHME spokesperson, told Africa Check that it was estimated that sub-Saharan Africa had about 3.6% of the world’s health workers. “The percentage of health workers is taken from our health workers density covariate and our population estimates,” Walker said. (Note: For more on covariates, read here or here.) Walker confirmed the IHME counted health workers of any speciality. This included doctors, nurses, midwives, and dentistry and pharmaceutical professionals.",19/07/2022,https://africacheck.org//fact-checks/reports/search-greener-pastures-checking-five-claims-about-nigerias-doctors-and-brain
